city,start_time,description,emisje,event_per_name,geo,group_name,id,kolejnosc,name,nazwaKat,photoMain,place_name,slug,street,tickets,facebook_id
Katowice,2014-10-25 18:00:00,"Nocny Przygodowy Rajd na orientacje Tropiciel 14 w Libiążu koło Chrzanowa

Miejsce: Libąż koło Chrzanowa !!!!!

Data:  25/26 października 2014

!!!!! Dobra zabawa gwarantowana !!!!!!

	Zapraszamy Was na Przygodowe Rajdy Tropiciel. Jesteśmy już dosyć rozpoznawalnym rajdem przygodowym, organizowanym w okolicach Wrocławia ( odbyło się już 13 edycji). Tym razem odbędzie się on w Libiążu koło Chrzanowa z 25-tego na 26 października 2014. Corocznie są dwie edycje rajdu: wiosenna i jesienna, cieszą się one dużym zainteresowaniem, bo każdorazowo we wrocławskiej edycji rajdu bierze udział do 800 osób, w pierwszej śląskiej edycji mieliśmy ok. 300 uczestników. Teraz liczymy na ok. 500 osób.

	Uczestnicy będą mieć do wyboru pięć różnych tras:   
Trasa piesza podstawowa – o długości 40 km z limitem czasowym 11 godzin.
Trasa piesza – o długości 60 km z limitem czasowym 15 godzin.
Piesza trasa nawigacyjna – trasa podstawowa, ale klasyfikowana według umiejętności nawigacyjnych. Aby móc sprawdzić te umiejętności, drużyny wyposażane będą w tzw. „czarne skrzynki” – trackery GPS. Trasa z limitem czasowym 11 godzin.
Trasa rowerowa – o długości 40 km z limitem czasowym 5 godzin.
Trasa rowerowa – o długości 60 km z limitem czasowym 7 godzin.
	Drużyny mieszane damsko-męskie mają limit 1h więcej.

	Uczestnicy biorący udział w rajdzie startują w drużynach 4-6-osobowych na trasie pieszej oraz w   2- lub 4-osobowych na trasie rowerowej. Drużyny mają pokonać w podanym limicie czasowym   całą trasę rajdu, zdobywając przy tym punkty kontrolne i wykonując wszystkie czekające na trasie   zadania.   Uczestnicy, którym uda się w podanym limicie czasowym zaliczyć wszystkie punkty kontrolne i   wykonać wszystkie zadania na trasie, zdobywają miano ""Tropiciela"".
	Wśród wszystkich uczestników, którzy będą obecni na zakończeniu rajdu i zdobędą przynajmniej   jeden punkt kontrolny, losowane będą nagrody.
	Jest to przygodowy rajd na orientację - czyli mapa, kompas i przygoda. Trasy rowerowe oraz piesze. Lasy, pola, wioski, zadania do wykonania, zagadki i łamigłówki do rozwiązania, punkty kontrolne do odnalezienia, sprawdzenie hartu ducha oraz swoich umiejętności w posługiwaniu się mapą i kompasem, niezapomniana przygoda w gronie przyjaciół.

	WOLONTARIUSZE POSZUKIWANI !!!

	Poszukujemy też wolontariuszy, ponieważ nasz rajd organizujemy  non-profit.

Korzyści dla wolontariusza
- Będąc wolontariuszem, masz niezwykłą okazję zobaczenia, jak rajd wygląda od środka,
- Poznasz osoby, które wkładają w swoją pracę wiele zaangażowania i pasji,
- Zdobędziesz doświadczenie pracy w niekonwencjonalnych warunkach,
- Otrzymasz Certyfikat potwierdzający zdobyte umiejętności

Podczas wolontariatu zapewniamy:
- Koszulkę rajdową,
- Ciepły posiłek,
- Nocleg na karimacie,
- Gadżety od naszych sponsorów.
- Losowanie nagród dla wolontariuszy po każdym rajdzie.

Zapisy wolontariuszy przez stronę http://tropiciel.org/wolontariat.php

Czas wolontariatu: Od piątku 25 października 2014 godzina 12.00 do 26 października 2014 godzina 12.00 
Miejsce: Hala sportowa przy Zespole Szkół w Libiążu, ul.Górnicza 3, woj. małopolskie

kontakt: tropiciel@tropiciel.org

Zapisy oraz szczegółowe informacje są dostępne na stronie

www.tropiciel.org 

https://www.facebook.com/TROPICIEL.ORG?fref=ts
https://www.youtube.com/watch?v=JWN9MQAm9yE",2014-10-25 18:00:00,,"50.1001, 19.3297",Rajdy Tropiciel,2139,1,Nocny Przygodowy Rajd na Orientację Tropiciel 14,Interdyscyplinarne,t14ok.jpg,Hala Sportowa w Libiążu,/wydarzenia/zobacz/opis/nocny-przygodowy-rajd-na-orientacje-tropiciel-14,ul. ,,
Katowice,2014-04-13 16:00:00,"W każdą niedzielę o godz. 16.00 w okresie od września do czerwca zapraszamy najmłodszych widzów wraz z rodzicami i opiekunami na spektakl teatralny, który odbywa się w ramach cyklu ""Podwieczorki teatralne"". Co tydzień inna propozycja z repertuaru Teatru Gry i Ludzie, po spektaklu spotkanie z ciekawym gościem lub warsztaty tematyczne. 
W kwietniu zagramy dla Was:
06.04 niedziela 16:00 - ""Koty Trzy""
13.04 niedziela 16:00 - ""Pluszątkowo""
20.04 - Święta Wielkanocne!!
27.04 niedziela 16:00 - ""Takie Sobie Bajeczki""
",2014-04-13 16:00:00#2014-04-27 16:00:00,,"50.1216, 18.9859",,804,1,Podwieczorek teatralny,"Dla dzieci, Teatr",,Teatr Gry i Ludzie,/wydarzenia/zobacz/opis/podwieczorek-teatralny,"ul. Niepodległości, 2","
bilet jednoosobowy - 14zł
bilet rodzinny (3os + 1gratis) - 42zł
",
Katowice,2014-12-14 18:00:00,"Wystąpią:
Radosław Rzepecki – baryton
Andrzej Filipek – fortepian
Wiesława Sczendzina – słowo

W programie: 
I.J. Paderewski – 4 pieśni op. 7 do sł. A. Asnyka, S. Niewiadomski – „Idę ja Niemnem”
K. Kurpiński – Aria Nikity z opery „Zamek na Czorsztynie”, I. Kalman – Czardasz Tassila 
z operetki „Hrabina Marica”, M. Leigh – „Impossible dream”, pieśń Don Kichota z musicalu „Człowiek z La Manchy”, L. Bernstein – „Words, Words, Words „- pieśń Martina z opery „Candide”, F. Schubert – Moments Musicaux nr 2, R. Wagner/F. Liszt – „Isoldens Liebestod” z „Tristana i Izoldy”, S. Rachmaninow/A. Volodos – Andante z Sonaty wiolonczelę i fortepian op. 19 

W niedzielę 14 grudnia w MDK w Podlesiu o godz. 18.00 odbędzie się koncert wokalno-fortepianowy, w którym w „mozaikowym repertuarze”  zaprezentują się młodzi, śląscy artyści. Baryton Radosław Rzepecki ukończył studia wokalne w Akademii Muzycznej im. Karola Lipińskiego we Wrocławiu w klasie prof. Bogdana Makala. Jest laureatem wielu konkursów. Zdobył m.in. I nagrodę w Ogólnopolskim Konkursie Wokalnym im. I. J. Paderewskiego (Bydgoszcz, 2012), II nagrodę w XIV Międzynarodowym Konkursie Wokalnym im. Imricha Godina „Iuventus Canti” (Słowacja - Vrable, 2012), III nagrodę w 47. Międzynarodowym Konkursie Wokalnym im. A. Dvořáka (Karlove Vary, 2012), a w tym roku wyróżnienie Wiesława Ochmana w VI Ogólnopolskim Konkursie Wykonawstwa Muzyki Operetkowej i Musicalowej im. Iwony Borowickiej (Kraków).  

W części fortepianowej koncertu wystąpi Andrzej Filipek, wychowanek Akademii Muzycznej im. Karola Szymanowskiego w Katowicach, który do programu swojego solowego występu zaproponował fortepianowe parafrazy na temat śmierci Izoldy z „Tristana i Izoldy” Wagnera/Liszta, opracowane przez A. Volodosa Andante z Sonaty na wiolonczelę i fortepian op. 19 Sergiusza Rachmaninowa oraz wybrane Moments Musicaux Franciszka Schuberta.",2014-12-14 18:00:00,,"50.1800, 18.9761",,2496,1,Grudniowe refleksje,Muzyka,.jpg,"Miejski Dom Kultury ""Południe"" - Filia Podlesie",/wydarzenia/zobacz/opis/grudniowe-refleksje-1,ul. ,"
wstęp wolny - 0,00
",723620027719725
Katowice,2015-02-22 18:00:00,"Wystąpią:
Maria Zientek – sopran
Mateusz Lasatowicz – fortepian
Aleksandra Rudzka – słowo

W programie:
F. Chopin – Polonez d-moll op.71, Ballada As-dur op.47, „Moja pieszczotka”, „Śliczny chłopiec”, S. Moniuszko/H. Melcer – „Prząśniczka”, S. Moniuszko – „Znasz’li ten kraj”, „Prząśniczka”, „Brzózka”, T. Joteyko – aria Królowej Bony „Frottola italiana” z opery „Zygmunt August”, G. Puccini – aria Lauretty „O mio babbino caro” z opery „Gianni Schicchi”, aria Tosci „Vissi d’arte” z opery „Tosca”, P. Czajkowski – „Styczeń” z cyklu „Pory roku” op. 37a, F. Schubert – Impromptu Es-dur op. 90

W niedzielę 22 lutego zapraszamy do siedziby Miejskiego Domu Kultury „Południe” w Podlesiu na koncert wokalno-fortepianowy. Zaśpiewa wybitna śląska wokalistka Maria Zientek, która swoją działalność artystyczną prowadzi od ukończenia studiów pod kierunkiem prof. Stanisławy Marciniak -Gowarzewskiej w katowickiej Akademii Muzycznej.

Jest laureatką II Ogólnopolskiego Konkursu Wokalistyki Operowej im. AdamaDidura w Bytomiu, na którym otrzymała II nagrodę i nagrody specjalne za interpretację arii Halki z opery S. Moniuszki i za najlepsze wykonanie arii W.A. Mozarta. W latach 1994-2005 była solistką Opery Śląskiej w Bytomiu i odtwórczynią głównych ról w operach „Halka” i „Gioconda”. Za rolę Venus w „Tannhäuserze” R. Wagnera otrzymała nominację do nagrody Andrzeja Hiolskiego. Na koncercie w Podlesiu Maria Zientek zaśpiewa zarówno arie z wielkiego repertuaru operowego, jak i pieśni. Partnerował jej będzie znany śląski pianista Mateusz Lasatowicz, który solową część koncertu wypełni romantycznymi kompozycjami F. Chopina, F. Schuberta, i P. Czajkowskiego.
WSTĘP WOLNY!",2015-02-22 18:00:00,,"50.1800, 18.9761",,2844,1,Od klasyki do rozrywki - Maria Zientek i Mateusz Lasatowicz,Muzyka,podlesie.jpg,"Miejski Dom Kultury ""Południe"" - Filia Podlesie",/wydarzenia/zobacz/opis/od-klasyki-do-rozrywki---maria-zientek-i-mateusz-lasatowicz,ul. ,"
wstęp wolny - 0,00
",923708847648455
Katowice,2015-03-22 18:00:00,"Wystąpią:
Kornelia Nowak – flet
Michał Szkurienko – fortepian
Aleksandra Rudzka – słowo

W programie:
P. Czajkowski – „Humoreska” op.10 nr 5, Natha-Valse op.51 nr 4,
„Kwiecień” i „Grudzień” z cyklu „Pory roku”,
M. de Falla – „Taniec ognia” z baletu „Czarodziejska miłość”,
E. Grieg – „Poranek” i „W grocie Króla Gór” z suity „Peer Gynt” op. 46 , „Do
wiosny” z cyklu „Utwory liryczne”,
C. Debussy – „Światło księżyca” z „Suite Bergamasque”,
G. Bizet / F. Borne – Fantaisie brillante na tematy z opery „Carmen”


W niedzielę 22 marca Silesia i Miejski Dom Kultury „Południe” zapraszają na koncert kameralny do Podlesia, tym razem poświęcony muzyce instrumentalnej. Wystąpi w nim Kornelia Nowak, młoda utalentowana flecistka, absolwentka katowickiej Akademii Muzycznej im. Karola Szymanowskiego. Głównym punktem jej występu, w którym będzie mogła zaprezentować swoje umiejętności techniczno-interpretacyjne stanie się słynna wirtuozowska fletowa Fantazja na tematy z opery „Carmen”, dzieło francuskiego flecisty i kompozytora Francois Borne, jedno z najważniejszych w literaturze romantycznej wśród kompozycji przeznaczonych na ten instrument. W koncercie wystąpi również Michał Szkurienko, ukraiński pianista, który od wielu lat prowadzi na Śląsku działalność artystyczną i pedagogiczną. Jego solowy występ wypełnią romantyczne miniatury fortepianowe Piotra Czajkowskiego, ale również rzadko wykonywany obecnie przez pianistów utwór„Do wiosny” Edwarda Griega pochodzący z jego cyklu „Utwory liryczne”. Muzykę tego kompozytora reprezentować będą także utwory ze słynnej suity „Peer Gynt” napisanej do dramatu Henryka Ibsena. 



WSTĘP WOLNY!",2015-03-22 18:00:00,,"50.1800, 18.9761",,2994,1,Wiosenne impresje w Katowicach-Podlesiu,Muzyka,podlesie.jpg,"Miejski Dom Kultury ""Południe"" - Filia Podlesie",/wydarzenia/zobacz/opis/wiosenne-impresje-w-katowicach-podlesiu,ul. ,"
wstęp wolny - 0,00
",1418040141839510
Katowice,2016-10-09 18:00:00,"Katarzyna Poździał – sopran
Aleksandr Bardasov – baryton
Katarzyna Rzeszutek – fortepian
Agata Szczyrba – prowadzenie koncertu 
W programie: 
W.A. Mozart – arie i duety („Wesele Figara”, „Cosi fan tutte”, „Don Giovanni”), 
N. Rimski-Korsakow - aria Śnieżynki „S padružkami pa jagadu chadiť” („Śnieżynka”),
G. Bizet – kuplety Torreadora „Votre toast” („Carmen”), 
Pieśni – P. Czajkowski, F. Maklakiewicz, C. A. Bixio 

Trzeci koncert festiwalowy zaplanowany został w niedzielę 9 października w katowickim Miejskim Domu Kultury „Południe” w Podlesiu. Z towarzyszeniem Katarzyny Rzeszutek – arie, duety, pieśni zaśpiewają tam laureaci konkursów wokalnych. Katarzyna Poździał jest obecnie studentką II roku wokalistyki w klasie prof. Jana Ballarina w katowickiej Akademii Muzycznej im . Karola Szymanowskiego, a od września tego roku uczestniczką Programu Kształcenia Młodych Talentów – Akademii Operowej przy Teatrze Wielkim w Warszawie. Jednym z ostatnich jej osiągnięć konkursowych było zdobycie III miejsca na Międzynarodowym Konkursie Wokalnym im. Rudolfa Petráka w Žilinie. Z kolei pochodzący z Białorusi baryton Aleksandr Bardasov jest już absolwentem Akademii Muzycznej w Krakowie, gdzie kształcił się pod kierunkiem prof. Marka Rzepki. Wcześniej studiował w Białoruskiej Akademii Muzycznej w Mińsku. W 2014 roku zadebiutował na scenie Opery Krakowskiej jako Hrabia Almaviva w operze „Wesele Figara” W. A. Mozarta. W tym roku zdobył II nagrodę na Międzynarodowym Konkursie Wokalnym „Iuventus Canti” we Vrablach na Słowacji.
",2016-10-09 18:00:00,,"50.1800, 18.9761",XXVI Międzynarodowego Festiwalu Młodych Laureatów Konkursów Muzycznych,4302,1,Laureaci Konkursów Muzycznych,Muzyka,0001-1-222.jpg,"MDK ""Południe""",/wydarzenia/zobacz/opis/laureaci-konkursow-muzycznych,ul. ,,
Katowice,2016-11-11 19:00:00,"11.11 piątek
19:00			KATOWICE-Murcki, Miejski Dom Kultury „Południe”
                                      Rozmowy na strunach
                                      Duo Bottesini:
			Donata Mżyk – skrzypce – prześle program 20.X.
			Klaudia Baca – kontrabas 

                                Aleksandra Rudzka-Kurdyś – prowadzenie koncertu

W programie:
Utwory H. Wieniawskiego, F. Chpina, J.S. Bacha, K. Pendereckiego, A. Piazzolli
",2016-11-11 19:00:00,,"50.1800, 18.9761",,4366,1,Rozmowy na strunach,Muzyka,silesia-zaproszenie.jpg,"MDK ""Południe""",/wydarzenia/zobacz/opis/rozmowy-na-strunach,ul. ,"
BRAK - 0
",199977583776499
Katowice,2016-12-11 19:00:00,"11.11 piątek, godz. 19.00
KATOWICE-Piotrowice – Miejski Dom Kultury „Południe”, ul. Jankego 136

Rozmowy na strunach

DUO BOTTESINI
Donata Mżyk - skrzypce
Klaudia Baca – kontrabas

ALICJA PRZYTUŁA – prowadzenie koncertu

W programie:
Henryk Wieniawski – Etiuda-kaprys op. 18 nr 1 na dwoje skrzypce (transkrypcja)
Henryk Wieniawski – „Legenda” op. 17 (transkrypcja)
Krzysztof Penderecki – Duo concertante na skrzypce i kontrabas
Zoltán Kodály – Duo na skrzypce i wiolonczelę: cz. I (transkrypcja)
Johann Sebastian Bach – Duet-inwencja a-moll BWV 805 (transkrypcja)
Fryderyk Chopin – Nokturn E-dur op. 9 nr 2 (transkrypcja)
Astor Piazzola – „Oblivon” (transkrypcja)
Duo Bottesini to zespół kameralny o rzadko spotykanym zestawieniu instrumentów – skrzypiec i kontrabasu utworzony przez dwie utalentowane artystki, wychowanki katowickiej Akademii Muzycznej. Donata Mżyk studiowała grę na skrzypcach pod kierunkiem prof. Rolanda Orlika i dra hab. Roberta Kabary, a od września 2015 roku kontynuuje studia w Conservatorio della Svizzera Italiana w klasie maestro Klaidiego Sahatci w Lugano w Szwajcarii. Klaudia Baca, technikę gry na kontrabasie doskonali w klasie prof. Jana Kotuli. Pomimo, iż zespół powstał w 2013 roku, już zachwycił publiczność i jurorów swoją dużą wrażliwością muzyczną, wirtuozerią, pełnymi pasji interpretacjami, co zaowocowało licznymi nagrodami na wielu międzynarodowych konkursach muzycznych. Duo Bottesini zdobyło m.in.: I miejsce na XXV Międzynarodowym Konkursie Muzycznym „Giovani Musicisti” w Barletcie, I miejsce na VII Międzynarodowym Konkursie Muzycznym „Citta di Treviso”, II miejsce na VII Międzynarodowym Konkursie Muzycznym „Paolo Serrao” w Filadelfii, II miejsce na konkursie „Svirel” w Dobrovie w Słowenii , I miejsce - „Luigi Zanuccoli” w Sogliano al Rubicone.",2016-12-11 19:00:00,,"50.1800, 18.9761",,4414,1,"Rozmowy na strunach - ""Duo Bottesini""",Muzyka,4.jpg,"MDK ""Południe""",/wydarzenia/zobacz/opis/rozmowy-na-strunach---duo-bottesini,ul. ,,
Katowice,2014-04-13 19:00:00,"Wystąpią:

Maria Zientek – sopran 
Jakub Czekierda – fortepian
Agata Szczyrba – słowo 

W programie:

E. Grieg – „Poranek” ze suity „Peer Gynt”, C. Saint-Saëns – „Łabędź”
P. Czajkowski – „Taniec cukrowej wróżki” z baletu „Dziadek do orzechów”
F. Chopin – Polonez A-dur, pieśni („Wiosna”, „Moja pieszczotka”, „Śliczny 
chłopiec”),
F. Schubert – „Pstrag”, L. Różycki – „Walc Caton”, G. Puccini – aria Lauretty „O mio babbino caro” z opery „Gianni Schicchi”, F. Lehár – „Pieśń o Willi”, „Usta milczą, dusza śpiewa” z operetki „Wesoła wdówka”, aria Elizy „Miłość to niebo na ziemi” z operetki „Paganini”

WSTĘP WOLNY!

W niedzielę 13 kwietnia zapraszamy również na godz. 19.00 do Murcek, gdzie w tamtejszym Miejskim Domu Kultury „Południe” odbędzie się koncert zatytułowany „Wiosenne impresje”. Wystąpi wybitna śląska wokalistka Maria Zientek, której znakomite kreacje operowe można było usłyszeć w przeszłości na scenie Opery Śląskiej, gdzie występowała m.in. w roli Halki, Giocondy w operze A. Ponchiellego czy jako Wenus w operze „Tannhaüser” R. Wagnera. Za tę ostatnią rolę otrzymała nominację do nagrody Andrzeja Hiolskiego. W niedzielnym koncercie w Murckach wystąpi w atrakcyjnym dla melomanów
zróżnicowanym repertuarze pieśniowo-operowo-operetkowym. Drugim wykonawcą koncertu będzie studiujący jeszcze w katowickiej Akademii Muzycznej w klasie Zbigniewa Raubo Jakub Czekierda, utalentowany i utytułowany młody pianista, który prowadzi aktywną działalność koncertową. 
Od wielu lat uczestniczy w wielu konkursach pianistycznych i kameralnych zdobywając nagrody i wyróżnienia. Jednym z ostatnich jego osiągnięć jest wyróżnienie, jakie otrzymał w tym roku z wokalistką Justyną Jarząbek na Konkursie Duetów Wokalno-Fortepianowych we Wrocławiu. W jego solowym występie znalazły się fortepianowe opracowania słynnych muzycznych tematów Griega, Saint-Saënsa, Czajkowskiego i Polonez A-dur Chopina.",2014-04-13 19:00:00,,"50.1951, 19.0406",,814,1,Wiosenne impresje,Muzyka,murcki.jpg,"Miejski Dom Kultury ""Południe"" - Filia Murcki",/wydarzenia/zobacz/opis/wiosenne-impresje,ul. Kołodzieja 42,"
wstęp wolny - 0,00
",508671622578352
Katowice,2014-12-14 19:00:00,"Wystąpią:
Małgorzata Wojciechowska –skrzypce
Adam Potera – akordeon
Alicja Przytuła – słowo

W programie: 
I. Shamo – Toccata, A. Piazzolla – Tango-Etude nr 3, “Tanti Anni Prima” ,
J. S. Bach – Concerto a-moll BWV 1041, R. Bonk – “Humoreska”, 
V. Runchak – “Hutsul Mosaic”, Wiązanka tradycyjnych melodii bałkańskich – opr. własne, 
S. Rachaninow – „Wokaliza”, H. Clebanoff – „Millionaire’s Hoedown”, 
A. Cwojdziński – „Marzenie dla Patrycji”, R. Galliano – „Tango pour Claude”, 
V. Monti – Czardasz  	

W niedzielę 14 grudnia w katowickim MDK „Południe” w Murckach, gdzie rozpoczęcie koncertu zaplanowano na godz. 19.00, zagra skrzypcowo-akordeonowe Ad Libitum Duo, które tworzą Małgorzata Wojciechowska i Adam Potera, tegoroczni zwycięzcy dwóch międzynarodowych konkursów: w St. Peter-Freienstein w Austrii i Internet Music Competition w Belgradzie. Ci młodzi, wyróżniający się artyści są jeszcze studentami katowickiej Akademii Muzycznej im. Karola Szymanowskiego. W duecie grają wspólnie od 2012 roku. Połączenie tych dwóch instrumentów – skrzypiec i akordeonu ukazuje szeroką paletę możliwości brzmieniowych oraz pozwala na sięgnięcie po niemal każdy repertuar, stąd też Ad Libitum Duo poza dziełami muzyki poważnej, wykonuje utwory z nurtu rozrywkowego, muzyki filmowej, a także tradycyjnej muzyki bałkańskiej. Po takie szerokie spektrum repertuarowe młodzi wykonawcy sięgną także podczas grudniowego koncertu, co jest zapowiedzią wielu niecodziennych muzycznych emocji. Serdecznie zapraszamy melomanów na spotkanie z Ad Libitum Duo!",2014-12-14 19:00:00,,"50.1951, 19.0406",,2497,1,Grudniowe refleksje - Ad Libitum Duo,Muzyka,.jpg,"Miejski Dom Kultury ""Południe"" - Filia Murcki",/wydarzenia/zobacz/opis/grudniowe-refleksje---ad-libitum-duo,ul. Kołodzieja 42,"
wstęp wolny - 0,00
",723114127774220
Katowice,2015-02-15 19:00:00,"Wystąpią:
Grażyna Jursza – flet
Dariusz Jursza – klarnet
Dawid Smykowski – fagot, słowo

W programie: 
W. A. Mozart – arietta Cherubina „Voi, che sapete”, aria Figara „Non piu Andrei”  z opery „Wesele Figara”, A. Dvořák – „Humoreska” B. 138, G. Bizet – habanera z opery „Carmen”, J. Strauss – „Banditen-Gallopp” op. 138, J. Brahms – Taniec węgierski nr 6         Des-dur, J. Gade – Tango „Jalousie”, S. Joplin – ragtime „Easy winners”, Z. Wiehler – „Ada, to nie wypada”,C. Gardel – tango „Pour una cabeza”, J. Bock – „Sunrise, sunset”, „If I were a rich man” z musicalu „Skrzypek na dachu”, L. Bernstein –„I feel pretty” z musicalu „West side story”, H. Wars – „Już nie zapomnisz mnie”, J. Petersburski/A. Gold – „Ja nie mam co na siebie włożyć”, P. Delanoë – „Le Chams Elysees”, H. Betti – „C’est si bon”

W niedzielę 15 lutego zapraszamy również na godz. 19.00 do Murcek, do tamtejszego oddziału Miejskiego Domu Kultury „Południe”, gdzie zagra Todo Art Trio. Ten znany śląski zespół instrumentów dętych drewnianych istnieje od 1994 roku, kiedy jego członkowie byli jeszcze studentami Akademii Muzycznej im. Karola Szymanowskiego w Katowicach. Kilka lat (1997) później otrzymali III nagrodę na I Międzynarodowym Konkursie Współczesnej Muzyki Kameralnej im. Krzysztofa Pendereckiego w Krakowie. Od chwili powstania zespół prowadzi intensywną działalność koncertową uczestnicząc w wielu projektach muzycznych i festiwalach. Ma w swoim dorobku również nagraną płytę „TODO ART TRIO – współcześnie"", na której znajdują się utwory Wawrzyńca Żuławskiego, Janiny Garści, Witolda Szalonka oraz napisane specjalnie dla zespołu „Trio na fagot, klarnet i flet” Andrzeja Dziadka i „Tęczowe Trio” Benedykta Konowalskiego. Od momentu powstania instrumentaliści Todo Art Trio wzbogacają swój repertuar zarówno o oryginalne dzieła mistrzów, jak też o nowe aranżacje muzyki klasycznej i rozrywkowej autorstwa Dawida Smykowskiego. 

WSTĘP WOLNY!",2015-02-15 19:00:00,,"50.1951, 19.0406",,2813,1,Od klasyki do rozrywki - Todo Art Trio,Muzyka,murcki.jpg,"Miejski Dom Kultury ""Południe"", filia Murcki",/wydarzenia/zobacz/opis/od-klasyki-do-rozrywki---todo-art-trio,ul. ,"
wstęp wolny - 0,00
",795656870512661
